a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annees_dans_l_entreprise,niveau_hierarchique_poste,heure_supplementaires,augmentation_salaire_precedente,satisfaction_globale,note_evaluation
0,0,5,1,3,Infra & Cloud,Aucun,0,18,1,1611,Célibataire,Consulting,Consultant,1,0,1,0,15,3.75,3.0
0,1,0,1,3,Transformation Digitale,Occasionnel,0,35,1,5363,Marié(e),Consulting,Consultant,0,9,2,0,12,3.25,2.5
0,0,3,2,1,Infra & Cloud,Frequent,0,27,0,5071,Célibataire,Commercial,Cadre Commercial,3,6,2,0,20,3.25,2.5
1,0,2,13,4,Marketing,Occasionnel,3,55,0,13695,Célibataire,Commercial,Cadre Commercial,6,19,4,1,17,2.25,3.5
0,1,0,23,3,Infra & Cloud,Occasionnel,15,56,0,13402,Marié(e),Consulting,Tech Lead,4,19,4,1,12,2.5,3.0
0,3,2,26,1,Entrepreunariat,Aucun,0,34,1,2029,Divorcé(e),Consulting,Assistant de Direction,1,5,1,0,20,2.5,3.0
0,3,0,2,1,Transformation Digitale,Occasionnel,11,40,1,6377,Divorcé(e),Consulting,Manager,5,12,2,0,20,2.5,4.0
0,2,1,29,3,Transformation Digitale,Occasionnel,7,34,0,5429,Marié(e),Consulting,Consultant,4,8,2,0,13,2.25,3.0
1,0,3,2,3,Infra & Cloud,Frequent,0,31,1,2785,Célibataire,Commercial,Représentant Commercial,7,1,1,0,14,3.5,2.5
1,1,0,18,4,Marketing,Frequent,3,35,1,4614,Marié(e),Commercial,Cadre Commercial,0,4,2,1,18,3.0,3.0
0,3,2,7,3,Infra & Cloud,Frequent,0,38,0,2610,Divorcé(e),Consulting,Assistant de Direction,1,4,1,0,11,3.5,3.5
0,0,2,2,4,Entrepreunariat,Occasionnel,4,34,1,6687,Célibataire,Consulting,Manager,1,14,2,0,11,3.75,3.0
0,1,0,26,3,Infra & Cloud,Occasionnel,0,28,0,4724,Marié(e),Commercial,Cadre Commercial,1,5,2,0,11,2.5,2.5
1,2,3,22,4,Transformation Digitale,Occasionnel,6,31,0,6179,Marié(e),Consulting,Tech Lead,1,10,2,1,15,3.25,3.0
0,2,2,21,4,Infra & Cloud,Occasionnel,1,39,0,6120,Marié(e),Commercial,Cadre Commercial,3,5,2,1,12,3.25,2.5
0,0,5,2,3,Marketing,Frequent,3,51,0,10596,Marié(e),Commercial,Cadre Commercial,2,4,3,0,11,2.25,3.0
0,2,4,22,3,Infra & Cloud,Frequent,3,41,1,5467,Divorcé(e),Consulting,Assistant de Direction,3,6,2,1,14,2.75,3.0
0,0,2,4,1,Infra & Cloud,Occasionnel,1,37,0,2996,Marié(e),Consulting,Assistant de Direction,7,6,1,1,15,3.25,3.0
0,0,2,5,1,Infra & Cloud,Frequent,1,33,0,9998,Marié(e),Commercial,Cadre Commercial,6,5,2,0,13,2.75,3.0
0,3,3,2,1,Marketing,Occasionnel,1,32,0,4078,Marié(e),Commercial,Cadre Commercial,0,3,2,1,13,2.0,3.0
0,1,2,25,2,Infra & Cloud,Aucun,0,39,0,10920,Marié(e),Consulting,Manager,3,6,3,0,21,2.75,3.5
0,0,3,18,1,Infra & Cloud,Occasionnel,1,25,0,6232,Marié(e),Commercial,Cadre Commercial,2,3,2,0,11,2.0,3.5
0,1,3,28,2,Transformation Digitale,Frequent,0,52,1,13247,Marié(e),Consulting,Tech Lead,2,5,4,1,11,2.75,3.5
0,0,3,6,3,Transformation Digitale,Occasionnel,1,43,1,4081,Célibataire,Consulting,Assistant de Direction,1,20,2,1,14,1.5,2.5
0,0,3,10,3,Marketing,Occasionnel,4,27,1,5769,Marié(e),Commercial,Cadre Commercial,1,6,2,1,11,3.75,2.5
1,0,2,17,4,Infra & Cloud,Occasionnel,7,27,1,2394,Célibataire,Consulting,Assistant de Direction,1,8,1,1,13,3.5,3.0
0,0,2,2,1,Transformation Digitale,Occasionnel,1,26,0,3904,Célibataire,Consulting,Assistant de Direction,0,4,1,0,12,3.0,2.5
0,1,5,10,3,Ressources Humaines,Occasionnel,0,42,1,16799,Marié(e),Ressources Humaines,Senior Manager,0,20,4,0,14,2.5,3.0
0,0,2,8,4,Autre,Occasionnel,0,52,1,2950,Marié(e),Consulting,Consultant,9,5,1,0,13,2.0,3.0
0,0,6,11,3,Transformation Digitale,Occasionnel,0,37,1,3629,Célibataire,Consulting,Consultant,4,3,1,0,18,2.0,3.0
0,0,2,18,2,Infra & Cloud,Frequent,2,35,0,9362,Célibataire,Consulting,Tech Lead,2,2,3,0,11,3.25,3.0
0,1,2,1,3,Entrepreunariat,Occasionnel,0,25,0,3229,Marié(e),Consulting,Consultant,4,3,1,0,11,2.25,3.0
0,0,2,7,3,Autre,Occasionnel,0,26,0,3578,Célibataire,Consulting,Consultant,0,7,1,0,12,2.75,3.5
0,0,3,17,3,Autre,Occasionnel,0,29,0,7988,Célibataire,Ressources Humaines,Ressources Humaines,1,10,3,0,13,1.5,2.5
1,0,2,28,2,Infra & Cloud,Frequent,1,49,0,4284,Célibataire,Consulting,Consultant,3,4,2,0,20,1.5,3.0
1,0,1,14,1,Autre,Frequent,7,29,1,7553,Célibataire,Consulting,Manager,0,8,3,1,12,2.75,3.0
0,0,3,1,3,Transformation Digitale,Occasionnel,12,54,1,17328,Célibataire,Consulting,Directeur Technique,6,20,4,0,19,3.5,3.0
0,1,3,1,3,Transformation Digitale,Occasionnel,1,58,1,19701,Marié(e),Consulting,Directeur Technique,3,9,5,1,21,2.75,3.5
0,2,4,1,4,Transformation Digitale,Occasionnel,0,55,0,14732,Divorcé(e),Consulting,Directeur Technique,2,7,4,0,13,3.5,3.5
0,0,3,3,4,Marketing,Occasionnel,0,36,1,9278,Célibataire,Commercial,Cadre Commercial,3,5,2,1,16,2.5,3.0
1,0,3,1,4,Infra & Cloud,Frequent,0,31,1,1359,Célibataire,Commercial,Représentant Commercial,1,1,1,0,12,2.5,2.0
0,2,3,7,4,Marketing,Occasionnel,0,30,1,4779,Divorcé(e),Commercial,Cadre Commercial,7,3,2,0,14,2.5,3.0
0,0,3,8,5,Infra & Cloud,Occasionnel,1,31,1,16422,Célibataire,Consulting,Directeur Technique,3,3,4,0,11,2.5,3.0
0,2,2,1,4,Autre,Frequent,1,34,0,2996,Divorcé(e),Consulting,Assistant de Direction,5,4,1,0,14,2.75,3.0
1,0,3,8,3,Infra & Cloud,Occasionnel,0,31,1,1261,Célibataire,Consulting,Assistant de Direction,1,1,1,0,12,2.5,2.5
0,0,3,11,1,Infra & Cloud,Occasionnel,1,27,0,2099,Marié(e),Consulting,Consultant,0,5,1,0,14,2.25,3.0
0,0,2,4,4,Infra & Cloud,Occasionnel,1,36,0,5810,Célibataire,Consulting,Consultant,1,10,2,0,16,2.5,2.5
0,2,3,16,4,Marketing,Occasionnel,0,36,1,5647,Marié(e),Commercial,Cadre Commercial,4,3,2,0,13,1.75,2.5
0,1,2,1,3,Entrepreunariat,Occasionnel,1,47,0,3420,Marié(e),Consulting,Assistant de Direction,7,6,1,0,12,2.5,3.0
1,0,2,9,2,Infra & Cloud,Occasionnel,2,25,0,4400,Marié(e),Commercial,Représentant Commercial,3,3,1,0,12,1.5,2.5
0,0,2,5,2,Entrepreunariat,Aucun,1,37,0,3500,Célibataire,Consulting,Consultant,0,6,1,0,14,2.0,3.5
0,1,3,1,2,Infra & Cloud,Occasionnel,1,56,1,2066,Marié(e),Consulting,Assistant de Direction,2,3,1,0,22,2.5,3.5
0,2,2,2,4,Transformation Digitale,Occasionnel,5,47,1,17169,Marié(e),Consulting,Directeur Technique,3,20,4,0,19,2.5,3.0
0,2,3,4,1,Transformation Digitale,Occasionnel,0,24,1,4162,Marié(e),Commercial,Cadre Commercial,1,5,2,1,12,3.25,3.0
0,1,3,7,5,Marketing,Occasionnel,0,32,0,9204,Marié(e),Commercial,Cadre Commercial,4,4,2,0,12,3.25,3.0
0,1,2,1,3,Infra & Cloud,Occasionnel,0,34,1,3294,Marié(e),Consulting,Consultant,5,5,1,0,17,2.25,2.5
0,0,5,5,5,Transformation Digitale,Occasionnel,0,41,0,2127,Marié(e),Consulting,Assistant de Direction,2,4,1,1,12,2.0,3.5
0,2,2,9,4,Autre,Aucun,0,40,0,3975,Divorcé(e),Consulting,Consultant,3,8,2,0,11,3.25,3.0
0,1,5,8,2,Infra & Cloud,Occasionnel,9,31,0,10793,Divorcé(e),Commercial,Cadre Commercial,1,13,3,0,18,2.25,3.0
1,1,1,9,3,Marketing,Occasionnel,4,46,0,10096,Divorcé(e),Commercial,Cadre Commercial,4,7,3,0,11,2.5,3.0
1,0,2,2,3,Infra & Cloud,Aucun,0,39,1,3646,Célibataire,Consulting,Consultant,2,1,1,1,23,2.0,3.0
1,0,2,1,5,Infra & Cloud,Frequent,4,31,1,7446,Célibataire,Consulting,Tech Lead,1,10,3,0,11,2.25,3.5
0,1,2,20,3,Transformation Digitale,Occasionnel,0,45,0,10851,Divorcé(e),Consulting,Manager,2,7,3,1,18,2.0,2.0
0,0,3,8,2,Transformation Digitale,Occasionnel,0,31,1,2109,Célibataire,Ressources Humaines,Ressources Humaines,9,3,1,0,18,3.25,3.5
1,1,2,2,3,Infra & Cloud,Frequent,2,31,0,3722,Marié(e),Consulting,Consultant,6,2,1,1,13,2.5,3.0
0,2,4,29,3,Entrepreunariat,Occasionnel,1,45,0,9380,Marié(e),Consulting,Tech Lead,4,3,3,1,18,3.5,3.0
0,3,3,7,3,Marketing,Occasionnel,2,48,0,5486,Divorcé(e),Commercial,Cadre Commercial,4,2,2,0,11,2.0,3.0
1,0,0,9,4,Entrepreunariat,Occasionnel,2,34,1,2742,Marié(e),Ressources Humaines,Ressources Humaines,1,2,1,0,15,2.75,3.0
0,1,5,8,1,Transformation Digitale,Aucun,4,40,0,13757,Divorcé(e),Consulting,Directeur Technique,2,9,3,0,11,3.0,2.5
0,0,4,5,3,Transformation Digitale,Occasionnel,1,28,0,8463,Célibataire,Commercial,Cadre Commercial,0,5,2,0,18,3.0,3.0
0,0,5,5,3,Infra & Cloud,Aucun,0,44,0,3162,Célibataire,Consulting,Consultant,3,5,1,0,14,3.25,2.5
0,0,2,2,3,Transformation Digitale,Occasionnel,8,53,0,16598,Célibataire,Consulting,Directeur Technique,4,9,4,0,12,2.5,3.5
0,1,0,5,4,Entrepreunariat,Occasionnel,1,49,0,6651,Marié(e),Consulting,Manager,2,3,2,0,14,2.0,3.0
0,1,3,2,3,Transformation Digitale,Occasionnel,1,40,0,2345,Divorcé(e),Consulting,Assistant de Direction,2,3,1,0,14,3.25,3.0
0,0,3,20,3,Infra & Cloud,Occasionnel,1,44,0,3420,Célibataire,Consulting,Assistant de Direction,1,5,1,0,13,2.75,3.0
0,2,2,7,3,Transformation Digitale,Frequent,0,33,0,4373,Marié(e),Commercial,Cadre Commercial,0,4,2,0,14,2.25,3.0
0,0,2,3,3,Autre,Occasionnel,3,34,0,4759,Célibataire,Commercial,Cadre Commercial,3,13,2,0,18,3.0,2.0
0,2,2,16,1,Infra & Cloud,Occasionnel,2,30,0,5301,Marié(e),Commercial,Cadre Commercial,8,2,2,0,15,3.0,3.0
0,0,3,9,2,Transformation Digitale,Frequent,5,42,1,3673,Célibataire,Consulting,Consultant,1,12,1,0,13,2.75,3.0
0,1,4,1,5,Marketing,Frequent,0,44,1,4768,Marié(e),Commercial,Cadre Commercial,7,1,2,0,12,2.25,3.0
0,2,2,7,3,Entrepreunariat,Aucun,0,30,0,1274,Divorcé(e),Consulting,Assistant de Direction,1,1,1,0,13,2.5,3.0
0,1,2,1,2,Infra & Cloud,Occasionnel,2,57,0,4900,Marié(e),Consulting,Assistant de Direction,0,12,2,0,24,2.0,4.0
0,2,3,7,4,Infra & Cloud,Occasionnel,0,49,0,10466,Divorcé(e),Consulting,Manager,3,8,3,0,14,2.5,3.0
0,2,3,15,3,Transformation Digitale,Frequent,6,34,0,17007,Divorcé(e),Consulting,Directeur Technique,7,14,4,0,14,2.25,3.0
1,1,3,1,3,Entrepreunariat,Frequent,1,28,0,2909,Marié(e),Commercial,Représentant Commercial,3,3,1,0,15,3.0,3.0
1,0,4,13,3,Entrepreunariat,Frequent,0,29,1,5765,Célibataire,Commercial,Cadre Commercial,5,5,2,0,11,1.25,3.0
1,0,2,24,4,Transformation Digitale,Occasionnel,10,34,1,4599,Célibataire,Commercial,Cadre Commercial,0,15,2,1,23,2.5,3.0
0,1,3,7,1,Infra & Cloud,Occasionnel,0,35,0,2404,Marié(e),Commercial,Représentant Commercial,1,1,1,0,13,2.75,3.0
1,0,2,9,3,Transformation Digitale,Frequent,0,24,0,3172,Célibataire,Consulting,Consultant,2,0,1,1,11,2.0,3.0
0,1,2,13,2,Infra & Cloud,Aucun,0,24,1,2033,Marié(e),Commercial,Représentant Commercial,1,1,1,0,13,3.0,3.0
0,0,2,2,1,Transformation Digitale,Frequent,2,44,0,10209,Célibataire,Consulting,Tech Lead,5,2,3,1,18,2.25,3.0
0,2,3,19,3,Infra & Cloud,Occasionnel,0,29,0,8620,Divorcé(e),Commercial,Cadre Commercial,1,10,2,0,14,3.0,2.5
0,1,3,1,3,Infra & Cloud,Occasionnel,1,30,0,2064,Divorcé(e),Ressources Humaines,Ressources Humaines,0,5,1,0,21,2.75,3.5
0,0,2,4,4,Infra & Cloud,Occasionnel,1,55,0,4035,Marié(e),Consulting,Manager,0,3,2,1,16,3.0,3.0
0,0,5,4,4,Transformation Digitale,Occasionnel,0,33,1,3838,Marié(e),Consulting,Consultant,8,5,1,0,11,2.5,2.5
0,1,4,14,3,Transformation Digitale,Occasionnel,1,47,1,4591,Marié(e),Commercial,Cadre Commercial,3,5,2,1,17,2.75,3.0
1,0,2,2,2,Transformation Digitale,Frequent,0,28,0,2561,Célibataire,Consulting,Consultant,7,0,1,0,11,2.25,2.5
0,1,2,1,3,Infra & Cloud,Occasionnel,0,28,0,1563,Divorcé(e),Consulting,Assistant de Direction,1,1,1,0,14,2.25,2.5
0,0,5,7,3,Infra & Cloud,Frequent,1,28,0,4898,Célibataire,Commercial,Cadre Commercial,0,4,2,0,14,2.75,3.0
0,1,3,3,2,Transformation Digitale,Occasionnel,1,49,1,4789,Marié(e),Consulting,Consultant,4,3,2,0,25,2.0,3.0
0,3,3,2,1,Infra & Cloud,Frequent,0,29,1,3180,Marié(e),Consulting,Consultant,0,3,1,0,13,3.0,3.0
0,2,2,29,1,Infra & Cloud,Occasionnel,1,28,0,6549,Marié(e),Consulting,Tech Lead,1,8,2,0,14,2.25,2.0
0,0,6,8,5,Infra & Cloud,Occasionnel,0,33,0,6388,Célibataire,Consulting,Manager,2,0,2,1,17,2.75,3.0
0,0,5,10,3,Transformation Digitale,Occasionnel,0,32,0,11244,Célibataire,Consulting,Senior Manager,2,5,3,0,25,3.25,3.5
0,1,2,11,4,Transformation Digitale,Frequent,1,54,1,16032,Divorcé(e),Consulting,Senior Manager,3,14,4,0,20,2.5,3.5
1,0,2,1,4,Entrepreunariat,Occasionnel,0,29,0,2362,Célibataire,Consulting,Assistant de Direction,6,9,1,0,13,1.5,2.5
0,1,1,28,3,Infra & Cloud,Occasionnel,14,44,0,16328,Marié(e),Consulting,Directeur Technique,3,20,4,0,13,3.0,3.0
0,0,3,6,3,Infra & Cloud,Occasionnel,2,39,1,8376,Célibataire,Consulting,Tech Lead,4,2,3,0,18,2.75,3.0
0,1,2,3,3,Infra & Cloud,Occasionnel,5,46,1,16606,Marié(e),Commercial,Senior Manager,8,13,4,0,12,3.25,3.0
0,0,3,16,3,Infra & Cloud,Occasionnel,3,35,1,8606,Célibataire,Consulting,Manager,1,11,3,0,19,2.75,2.5
0,0,2,20,1,Infra & Cloud,Occasionnel,1,23,0,2272,Célibataire,Consulting,Consultant,0,4,2,0,14,2.25,3.0
1,0,3,9,4,Infra & Cloud,Occasionnel,1,40,0,2018,Célibataire,Consulting,Consultant,3,5,1,0,14,2.0,3.0
0,0,3,1,3,Entrepreunariat,Occasionnel,8,34,0,7083,Marié(e),Commercial,Cadre Commercial,1,10,3,1,14,3.5,2.5
1,0,2,3,3,Infra & Cloud,Frequent,7,31,1,4084,Célibataire,Consulting,Assistant de Direction,1,7,1,0,12,2.25,3.0
0,0,2,22,5,Transformation Digitale,Frequent,13,50,0,14411,Célibataire,Consulting,Directeur Technique,1,32,4,1,13,3.5,2.0
0,1,4,7,2,Entrepreunariat,Occasionnel,5,34,0,2308,Marié(e),Commercial,Représentant Commercial,0,11,1,1,25,2.5,3.5
0,1,3,2,3,Transformation Digitale,Occasionnel,0,42,0,4841,Marié(e),Consulting,Consultant,4,1,1,0,14,2.5,2.5
0,0,2,13,3,Transformation Digitale,Occasionnel,3,37,0,4285,Marié(e),Consulting,Assistant de Direction,1,10,2,0,17,2.25,3.0
0,1,3,8,1,Autre,Occasionnel,0,29,1,9715,Marié(e),Consulting,Manager,3,7,2,0,13,2.5,2.0
0,0,2,25,3,Infra & Cloud,Occasionnel,0,33,0,4320,Célibataire,Consulting,Tech Lead,1,5,2,0,13,3.25,2.5
0,1,3,28,3,Entrepreunariat,Occasionnel,0,45,0,2132,Marié(e),Consulting,Assistant de Direction,4,5,1,0,20,3.75,3.5
0,1,3,2,3,Infra & Cloud,Frequent,13,42,0,10124,Marié(e),Consulting,Manager,2,20,3,1,14,3.0,3.0
0,0,5,9,2,Transformation Digitale,Occasionnel,7,40,0,5473,Marié(e),Commercial,Cadre Commercial,0,8,2,0,12,2.5,3.0
0,1,3,28,4,Infra & Cloud,Occasionnel,5,33,0,5207,Marié(e),Consulting,Consultant,1,15,2,1,12,2.5,3.0
0,0,2,6,2,Transformation Digitale,Occasionnel,7,40,0,16437,Célibataire,Ressources Humaines,Senior Manager,1,21,4,1,21,3.5,3.5
0,3,3,21,2,Entrepreunariat,Occasionnel,0,24,0,2296,Divorcé(e),Consulting,Consultant,0,1,1,0,14,2.25,2.5
0,0,2,8,2,Infra & Cloud,Aucun,2,40,0,4069,Divorcé(e),Consulting,Manager,3,2,2,1,18,3.5,3.0
0,3,4,1,4,Entrepreunariat,Occasionnel,7,45,0,7441,Divorcé(e),Consulting,Manager,1,10,3,0,12,1.75,3.0
0,2,5,28,4,Infra & Cloud,Occasionnel,4,35,1,2430,Marié(e),Commercial,Représentant Commercial,0,5,1,0,23,2.25,3.0
0,1,2,5,2,Infra & Cloud,Occasionnel,2,32,1,5878,Marié(e),Consulting,Assistant de Direction,3,7,2,0,12,2.5,2.5
0,0,3,2,4,Infra & Cloud,Occasionnel,1,36,0,2644,Célibataire,Commercial,Représentant Commercial,3,3,1,1,21,3.25,3.5
0,1,2,16,4,Infra & Cloud,Occasionnel,7,48,1,6439,Divorcé(e),Commercial,Cadre Commercial,8,8,2,0,14,3.0,3.0
0,2,2,9,3,Infra & Cloud,Occasionnel,0,29,0,2451,Marié(e),Consulting,Assistant de Direction,6,1,1,0,18,2.25,3.5
0,1,6,8,4,Infra & Cloud,Occasionnel,2,33,0,6392,Marié(e),Commercial,Cadre Commercial,2,2,2,0,13,1.75,3.0
1,1,4,1,3,Infra & Cloud,Occasionnel,6,30,0,9714,Marié(e),Commercial,Cadre Commercial,1,10,2,0,11,2.5,2.5
0,0,2,10,4,Ressources Humaines,Frequent,1,38,0,6077,Marié(e),Ressources Humaines,Ressources Humaines,3,6,2,0,11,3.0,3.0
0,0,3,1,3,Transformation Digitale,Occasionnel,1,35,0,2450,Célibataire,Consulting,Consultant,1,3,1,0,19,2.5,2.5
0,1,3,29,4,Entrepreunariat,Occasionnel,1,30,0,9250,Marié(e),Commercial,Cadre Commercial,3,4,3,0,12,2.5,3.0
1,1,2,2,3,Infra & Cloud,Occasionnel,0,35,1,2074,Divorcé(e),Consulting,Consultant,1,1,1,1,12,2.25,3.0
1,1,4,2,5,Entrepreunariat,Occasionnel,1,53,1,10169,Marié(e),Consulting,Tech Lead,0,33,3,0,16,3.0,2.5
1,2,2,2,3,Transformation Digitale,Occasionnel,1,38,0,4855,Marié(e),Consulting,Tech Lead,4,5,2,0,11,2.25,3.0
0,1,3,1,4,Entrepreunariat,Aucun,1,32,0,4087,Marié(e),Consulting,Assistant de Direction,4,6,2,0,14,2.25,3.0
0,1,3,15,4,Autre,Occasionnel,7,48,1,2367,Marié(e),Consulting,Assistant de Direction,8,8,1,0,12,2.5,3.0
0,0,4,7,4,Transformation Digitale,Occasionnel,0,34,0,2972,Célibataire,Consulting,Assistant de Direction,1,1,1,0,13,2.25,3.0
0,1,3,26,5,Marketing,Occasionnel,2,55,0,19586,Marié(e),Commercial,Senior Manager,1,36,5,0,21,3.25,3.0
0,1,3,1,4,Infra & Cloud,Occasionnel,2,34,0,5484,Marié(e),Consulting,Assistant de Direction,9,2,2,0,17,2.5,3.0
0,0,5,3,3,Infra & Cloud,Occasionnel,0,26,1,2061,Marié(e),Consulting,Assistant de Direction,1,1,1,0,21,2.25,3.5
0,1,3,14,3,Infra & Cloud,Occasionnel,7,38,0,9924,Marié(e),Commercial,Cadre Commercial,0,9,2,0,11,3.0,3.0
0,0,5,16,3,Infra & Cloud,Occasionnel,1,38,1,4198,Célibataire,Commercial,Cadre Commercial,2,3,2,0,12,2.5,3.0
0,0,5,1,4,Infra & Cloud,Occasionnel,0,36,1,6815,Célibataire,Commercial,Cadre Commercial,6,1,2,0,13,2.25,3.0
0,0,3,3,1,Transformation Digitale,Occasionnel,1,29,0,4723,Célibataire,Consulting,Consultant,1,10,1,1,18,2.5,3.0
0,0,4,10,4,Transformation Digitale,Occasionnel,0,35,1,6142,Célibataire,Consulting,Manager,3,5,2,1,16,2.5,3.0
0,1,3,6,3,Transformation Digitale,Occasionnel,7,39,0,8237,Marié(e),Commercial,Cadre Commercial,2,7,3,0,11,2.75,3.5
0,1,0,2,1,Infra & Cloud,Frequent,1,29,0,8853,Divorcé(e),Consulting,Manager,1,6,2,0,19,3.25,3.0
0,1,2,9,3,Marketing,Occasionnel,0,50,0,19331,Marié(e),Commercial,Senior Manager,4,1,5,1,16,3.0,3.0
0,1,2,10,3,Entrepreunariat,Occasionnel,2,23,0,2073,Marié(e),Consulting,Assistant de Direction,2,2,1,0,16,3.5,3.5
0,1,3,6,4,Infra & Cloud,Frequent,0,36,0,5562,Marié(e),Consulting,Consultant,3,3,2,1,13,2.25,3.5
0,0,2,9,2,Autre,Occasionnel,0,42,0,19613,Célibataire,Consulting,Senior Manager,8,1,5,0,22,3.75,3.0
0,2,3,28,3,Infra & Cloud,Occasionnel,6,35,0,3407,Marié(e),Consulting,Consultant,1,10,2,0,17,2.75,3.5
0,1,3,10,4,Entrepreunariat,Frequent,7,34,0,5063,Marié(e),Consulting,Manager,1,8,2,0,14,2.75,2.5
0,1,2,14,2,Infra & Cloud,Occasionnel,1,40,1,4639,Marié(e),Commercial,Cadre Commercial,1,5,2,0,15,2.75,3.0
0,1,0,27,3,Entrepreunariat,Occasionnel,0,43,0,4876,Divorcé(e),Consulting,Consultant,5,6,1,0,12,3.0,3.5
0,1,5,7,2,Infra & Cloud,Occasionnel,0,35,0,2690,Marié(e),Consulting,Consultant,1,1,1,0,18,3.25,2.5
0,0,5,1,4,Infra & Cloud,Occasionnel,0,46,0,17567,Célibataire,Commercial,Senior Manager,1,26,4,0,15,2.0,3.5
1,3,3,24,3,Transformation Digitale,Occasionnel,0,28,0,2408,Marié(e),Consulting,Consultant,1,1,1,1,17,2.75,3.0
0,0,2,26,2,Autre,Aucun,1,22,1,2814,Marié(e),Consulting,Assistant de Direction,1,4,1,1,14,2.25,2.5
0,1,3,20,5,Transformation Digitale,Frequent,12,50,0,11245,Marié(e),Consulting,Manager,2,30,4,1,15,2.75,3.0
0,2,3,5,4,Autre,Occasionnel,0,32,1,3312,Marié(e),Consulting,Assistant de Direction,3,3,1,0,17,3.25,3.5
0,1,4,7,3,Transformation Digitale,Occasionnel,1,44,1,19049,Divorcé(e),Consulting,Directeur Technique,0,22,5,1,14,3.0,3.0
0,1,3,7,3,Transformation Digitale,Occasionnel,1,30,0,2141,Marié(e),Consulting,Assistant de Direction,1,6,1,0,12,2.0,2.5
0,0,3,5,5,Transformation Digitale,Occasionnel,1,45,1,5769,Célibataire,Consulting,Consultant,1,10,2,1,14,2.0,2.0
0,1,2,26,3,Marketing,Aucun,4,45,0,4385,Marié(e),Commercial,Cadre Commercial,1,10,2,0,15,1.5,2.5
0,0,3,2,4,Autre,Frequent,0,31,0,5332,Célibataire,Commercial,Cadre Commercial,7,5,2,0,13,3.0,3.0
0,2,2,12,4,Infra & Cloud,Occasionnel,1,36,1,4663,Marié(e),Consulting,Tech Lead,9,3,2,1,12,2.75,3.0
0,1,3,10,4,Infra & Cloud,Frequent,7,34,0,4724,Divorcé(e),Consulting,Tech Lead,1,9,2,0,13,2.75,3.5
0,1,3,25,4,Infra & Cloud,Occasionnel,1,49,1,3211,Marié(e),Consulting,Consultant,1,9,1,0,14,2.5,3.0
0,3,3,10,5,Transformation Digitale,Occasionnel,7,39,0,5377,Marié(e),Consulting,Tech Lead,2,7,2,0,13,2.5,3.0
0,2,3,19,3,Autre,Occasionnel,0,27,0,4066,Divorcé(e),Consulting,Consultant,1,7,1,0,11,2.25,2.5
0,0,2,18,5,Infra & Cloud,Occasionnel,1,35,0,5208,Marié(e),Consulting,Assistant de Direction,1,16,2,0,11,2.5,3.5
0,1,5,27,3,Transformation Digitale,Occasionnel,0,28,1,4877,Divorcé(e),Consulting,Tech Lead,0,5,2,0,21,1.75,2.5
0,0,2,5,1,Transformation Digitale,Occasionnel,2,21,0,3117,Célibataire,Consulting,Assistant de Direction,1,2,1,0,18,3.25,3.0
1,0,2,3,2,Transformation Digitale,Frequent,0,18,1,1569,Célibataire,Commercial,Représentant Commercial,1,0,1,1,12,3.25,3.0
0,1,2,26,4,Infra & Cloud,Occasionnel,1,47,1,19658,Marié(e),Ressources Humaines,Senior Manager,3,5,5,0,11,3.25,3.0
0,1,3,3,2,Transformation Digitale,Occasionnel,0,39,0,3069,Divorcé(e),Consulting,Consultant,0,10,2,0,15,3.25,2.5
0,2,2,15,3,Infra & Cloud,Occasionnel,14,40,1,10435,Marié(e),Consulting,Tech Lead,1,18,3,0,13,2.75,2.5
0,1,5,8,4,Infra & Cloud,Aucun,2,35,1,4148,Marié(e),Consulting,Manager,1,14,2,0,12,3.25,3.0
0,3,2,19,3,Infra & Cloud,Occasionnel,0,37,0,5768,Marié(e),Consulting,Tech Lead,3,4,2,0,17,2.25,3.0
0,0,2,4,3,Transformation Digitale,Frequent,3,39,1,5042,Célibataire,Consulting,Tech Lead,0,9,2,0,13,2.25,3.0
0,2,3,2,2,Autre,Occasionnel,3,45,1,5770,Divorcé(e),Consulting,Tech Lead,1,10,2,0,19,3.0,2.5
0,1,6,2,2,Transformation Digitale,Occasionnel,0,38,1,7756,Marié(e),Consulting,Tech Lead,3,5,3,1,19,3.75,2.5
1,0,3,10,3,Transformation Digitale,Occasionnel,6,35,0,10306,Marié(e),Commercial,Cadre Commercial,9,13,3,0,17,2.75,2.5
0,1,2,10,3,Transformation Digitale,Occasionnel,7,37,1,3936,Marié(e),Consulting,Assistant de Direction,1,8,1,0,11,1.5,3.0
0,0,2,16,3,Infra & Cloud,Occasionnel,3,40,1,7945,Célibataire,Consulting,Tech Lead,6,4,3,1,15,3.25,3.0
0,0,3,1,5,Ressources Humaines,Frequent,0,44,0,5743,Marié(e),Ressources Humaines,Ressources Humaines,4,10,2,1,11,2.75,3.0
0,1,3,4,5,Transformation Digitale,Frequent,2,48,0,15202,Marié(e),Consulting,Senior Manager,2,2,4,0,25,3.0,3.0
